;Pu2;Pu2;Pu2;Pu2;Pu2;Pu2;Pu2;Pu2;Pu2;Live Spectrum 25-Jul-19 2:57:58 PM;Live Spectrum 25-Jul-19 2:57:59 PM;Live Spectrum 25-Jul-19 2:58:00 PM;Live Spectrum 25-Jul-19 2:58:01 PM;Live Spectrum 25-Jul-19 2:58:02 PM;Live Spectrum 25-Jul-19 2:58:03 PM;Live Spectrum 25-Jul-19 2:58:04 PM;Live Spectrum 25-Jul-19 2:58:05 PM;Live Spectrum 25-Jul-19 2:58:06 PM;Live Spectrum 25-Jul-19 2:58:07 PM;Live Spectrum 25-Jul-19 2:58:08 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;
Wavelength [nm];Intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;
275,726;-65;-42;248;363;349;348;378;359;361;314;349;246;341;440;434;412;-21;-23;82;-62;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;
289,217;9,4956;13,368;473,63;546,45;554;505,62;586,93;541,7;499,84;435,37;500,51;479,04;502,3;431,49;494,63;474,95;24,203;-31,938;9,4916;14,839;21,537;21,537;21,537;21,537;21,537;21,537;21,537;21,537;21,537;21,537;21,537;21,537;21,537;21,537;21,537;21,537;21,537;21,537;21,537;21,537;21,537;21,537;21,537;21,537;21,537;21,537;21,537;21,537;21,537;21,537;21,537;
289,546;-32,135;-17,175;505,42;543,11;539,98;597,42;530,14;502,85;489,87;437,15;491,3;464,7;525,7;455,29;505,44;432,45;32,423;-9,3943;4,8702;-8,2933;-11,262;-11,262;-11,262;-11,262;-11,262;-11,262;-11,262;-11,262;-11,262;-11,262;-11,262;-11,262;-11,262;-11,262;-11,262;-11,262;-11,262;-11,262;-11,262;-11,262;-11,262;-11,262;-11,262;-11,262;-11,262;-11,262;-11,262;-11,262;-11,262;-11,262;-11,262;
289,875;-15,983;-73,696;499,41;490,58;524,66;556,5;522,43;510,97;515,85;464,25;515,93;452,27;502,13;469,03;519,33;457,81;21,246;44,552;15,044;-19,085;28,17;28,17;28,17;28,17;28,17;28,17;28,17;28,17;28,17;28,17;28,17;28,17;28,17;28,17;28,17;28,17;28,17;28,17;28,17;28,17;28,17;28,17;28,17;28,17;28,17;28,17;28,17;28,17;28,17;28,17;28,17;
290,204;-23,726;-29,958;509,01;536,44;578,22;518,37;504,59;553,01;532,31;490,53;535,81;480,05;515,57;451,08;498,84;410,84;7,8207;3,1243;-21,588;2,5759;-2,822;-2,822;-2,822;-2,822;-2,822;-2,822;-2,822;-2,822;-2,822;-2,822;-2,822;-2,822;-2,822;-2,822;-2,822;-2,822;-2,822;-2,822;-2,822;-2,822;-2,822;-2,822;-2,822;-2,822;-2,822;-2,822;-2,822;-2,822;-2,822;-2,822;-2,822;
290,533;-30,102;4,8348;493,73;587,28;537,62;541,68;561,83;523,85;506,04;421,84;566,66;423,39;484,49;423,84;475,17;455,41;-32,789;36,615;48,411;17,424;-5,0085;-5,0085;-5,0085;-5,0085;-5,0085;-5,0085;-5,0085;-5,0085;-5,0085;-5,0085;-5,0085;-5,0085;-5,0085;-5,0085;-5,0085;-5,0085;-5,0085;-5,0085;-5,0085;-5,0085;-5,0085;-5,0085;-5,0085;-5,0085;-5,0085;-5,0085;-5,0085;-5,0085;-5,0085;-5,0085;-5,0085;
290,862;26,875;1,625;546,87;525,13;477,88;541,13;556,25;511,87;576;426,75;560,5;396,13;494,5;510,25;488;508,88;36,875;-29;90,625;-36,25;-2,5;-2,5;-2,5;-2,5;-2,5;-2,5;-2,5;-2,5;-2,5;-2,5;-2,5;-2,5;-2,5;-2,5;-2,5;-2,5;-2,5;-2,5;-2,5;-2,5;-2,5;-2,5;-2,5;-2,5;-2,5;-2,5;-2,5;-2,5;-2,5;-2,5;-2,5;
291,191;5,7627;-17,119;510,78;538,64;565,8;582,98;494,86;502,73;529,85;496,32;497,9;442,22;513,95;456,12;563,78;510;24,458;-14,915;17,153;-34,695;-14,661;-14,661;-14,661;-14,661;-14,661;-14,661;-14,661;-14,661;-14,661;-14,661;-14,661;-14,661;-14,661;-14,661;-14,661;-14,661;-14,661;-14,661;-14,661;-14,661;-14,661;-14,661;-14,661;-14,661;-14,661;-14,661;-14,661;-14,661;-14,661;-14,661;-14,661;
291,520;12,179;-39,023;582,09;525,42;542,18;572,27;567,18;494,77;484,07;434,78;538,45;478,11;537,13;529,31;472,51;460,18;49,223;-12,801;7,4226;-1,5761;41,934;41,934;41,934;41,934;41,934;41,934;41,934;41,934;41,934;41,934;41,934;41,934;41,934;41,934;41,934;41,934;41,934;41,934;41,934;41,934;41,934;41,934;41,934;41,934;41,934;41,934;41,934;41,934;41,934;41,934;41,934;
291,849;-26,862;-18,029;540,85;555,87;546,08;577,97;528,07;618,48;464,33;430,39;505,03;502,29;582,67;450,2;419,15;549,44;11,1;13,013;-4,9917;-56,883;19,058;19,058;19,058;19,058;19,058;19,058;19,058;19,058;19,058;19,058;19,058;19,058;19,058;19,058;19,058;19,058;19,058;19,058;19,058;19,058;19,058;19,058;19,058;19,058;19,058;19,058;19,058;19,058;19,058;19,058;19,058;
292,178;4,8122;-24,748;505,33;526,12;565,28;572,22;544,39;498,5;540,16;519,65;510,78;568,52;507,81;496,27;453,7;419,86;34,136;15,892;-3,072;-30,008;32,496;32,496;32,496;32,496;32,496;32,496;32,496;32,496;32,496;32,496;32,496;32,496;32,496;32,496;32,496;32,496;32,496;32,496;32,496;32,496;32,496;32,496;32,496;32,496;32,496;32,496;32,496;32,496;32,496;32,496;32,496;
292,507;40,182;-37,01;477,21;536,09;519,81;611,73;521,9;491,23;466,32;437,08;565,51;427,8;571,52;473,98;515,97;516,62;31,305;-74,537;29,335;17,192;-3,0299;-3,0299;-3,0299;-3,0299;-3,0299;-3,0299;-3,0299;-3,0299;-3,0299;-3,0299;-3,0299;-3,0299;-3,0299;-3,0299;-3,0299;-3,0299;-3,0299;-3,0299;-3,0299;-3,0299;-3,0299;-3,0299;-3,0299;-3,0299;-3,0299;-3,0299;-3,0299;-3,0299;-3,0299;-3,0299;-3,0299;
292,836;-48,035;-22,975;552,78;551,14;569,03;553,13;512,93;475,09;492,7;464,47;546,14;454,01;545,18;500,28;526,3;486,99;-59,151;68,252;-11,308;39,561;15,212;15,212;15,212;15,212;15,212;15,212;15,212;15,212;15,212;15,212;15,212;15,212;15,212;15,212;15,212;15,212;15,212;15,212;15,212;15,212;15,212;15,212;15,212;15,212;15,212;15,212;15,212;15,212;15,212;15,212;15,212;
293,165;8,3394;-13,407;536;548,78;538,88;539,09;478,25;498,31;421,07;506,12;522,75;456,47;492,91;489,66;534,59;457,53;-54,126;-10,712;18,435;9,0959;-30,091;-30,091;-30,091;-30,091;-30,091;-30,091;-30,091;-30,091;-30,091;-30,091;-30,091;-30,091;-30,091;-30,091;-30,091;-30,091;-30,091;-30,091;-30,091;-30,091;-30,091;-30,091;-30,091;-30,091;-30,091;-30,091;-30,091;-30,091;-30,091;-30,091;-30,091;
293,494;-74,629;-3,9639;555,91;521,48;582,63;547,64;578,08;522,29;550,85;513;571,23;455,2;568,38;507,09;554,48;469,07;-24,481;-15,339;-6,3406;-41,198;-25,339;-25,339;-25,339;-25,339;-25,339;-25,339;-25,339;-25,339;-25,339;-25,339;-25,339;-25,339;-25,339;-25,339;-25,339;-25,339;-25,339;-25,339;-25,339;-25,339;-25,339;-25,339;-25,339;-25,339;-25,339;-25,339;-25,339;-25,339;-25,339;-25,339;-25,339;
293,823;-25,465;-2,7635;518,48;515,76;563,7;591,23;530,7;536,93;553,93;502,31;550,4;462,64;518,76;460,84;524,64;506,6;10,251;-33,379;8,9058;-42,838;-20,473;-20,473;-20,473;-20,473;-20,473;-20,473;-20,473;-20,473;-20,473;-20,473;-20,473;-20,473;-20,473;-20,473;-20,473;-20,473;-20,473;-20,473;-20,473;-20,473;-20,473;-20,473;-20,473;-20,473;-20,473;-20,473;-20,473;-20,473;-20,473;-20,473;-20,473;
294,152;-4,447;-29,77;493,42;549,28;551,11;631,49;525,36;513,23;587,41;497,55;520,47;485,98;570,08;540,5;540,05;499,64;39,982;-74,729;14,553;-14,677;-40,982;-40,982;-40,982;-40,982;-40,982;-40,982;-40,982;-40,982;-40,982;-40,982;-40,982;-40,982;-40,982;-40,982;-40,982;-40,982;-40,982;-40,982;-40,982;-40,982;-40,982;-40,982;-40,982;-40,982;-40,982;-40,982;-40,982;-40,982;-40,982;-40,982;-40,982;
294,481;10,72;-17,446;540,26;593,44;527,45;628,33;482,11;485,23;571,88;486,75;553,32;515,19;580,91;535,31;560,94;512,82;-23,08;-55,194;-4,4535;-13,885;-55,835;-55,835;-55,835;-55,835;-55,835;-55,835;-55,835;-55,835;-55,835;-55,835;-55,835;-55,835;-55,835;-55,835;-55,835;-55,835;-55,835;-55,835;-55,835;-55,835;-55,835;-55,835;-55,835;-55,835;-55,835;-55,835;-55,835;-55,835;-55,835;-55,835;-55,835;
294,810;3,843;18,74;554,35;577,76;589,72;606,56;496,97;513,04;595,61;470,42;546,9;511,49;551,12;505,06;583,37;487,89;-5,1635;12,124;-2,704;5,166;-34,547;-34,547;-34,547;-34,547;-34,547;-34,547;-34,547;-34,547;-34,547;-34,547;-34,547;-34,547;-34,547;-34,547;-34,547;-34,547;-34,547;-34,547;-34,547;-34,547;-34,547;-34,547;-34,547;-34,547;-34,547;-34,547;-34,547;-34,547;-34,547;-34,547;-34,547;
295,139;-21,504;5,2347;473,55;540,48;587,14;541,87;535,5;517,91;552,42;466,41;519,72;510,64;559,52;483,91;546,52;496,16;35,072;-34,449;4,8108;-10,369;23,666;23,666;23,666;23,666;23,666;23,666;23,666;23,666;23,666;23,666;23,666;23,666;23,666;23,666;23,666;23,666;23,666;23,666;23,666;23,666;23,666;23,666;23,666;23,666;23,666;23,666;23,666;23,666;23,666;23,666;23,666;
295,468;-43,709;-32,164;502,91;524,75;555,62;546,71;508,11;549,15;531,42;467,44;512,69;538,11;563,42;493,16;529,53;522,45;30,036;-69,909;-17,673;-10,964;19,745;19,745;19,745;19,745;19,745;19,745;19,745;19,745;19,745;19,745;19,745;19,745;19,745;19,745;19,745;19,745;19,745;19,745;19,745;19,745;19,745;19,745;19,745;19,745;19,745;19,745;19,745;19,745;19,745;19,745;19,745;
295,797;-39,431;-19,244;542,53;537,66;578,66;593,66;524,61;573,14;528,62;485,33;514,52;526,67;586,37;492,81;525,34;529,52;14,763;-38,576;-18,194;-29,993;11,282;11,282;11,282;11,282;11,282;11,282;11,282;11,282;11,282;11,282;11,282;11,282;11,282;11,282;11,282;11,282;11,282;11,282;11,282;11,282;11,282;11,282;11,282;11,282;11,282;11,282;11,282;11,282;11,282;11,282;11,282;
296,127;-8,6485;2,6135;552,03;555,84;535,24;600,71;528,78;560,19;522,13;498,61;532,9;529,99;587,88;510,93;521,68;538,22;14,838;-40,803;-2,9676;-20,33;5,7134;5,7134;5,7134;5,7134;5,7134;5,7134;5,7134;5,7134;5,7134;5,7134;5,7134;5,7134;5,7134;5,7134;5,7134;5,7134;5,7134;5,7134;5,7134;5,7134;5,7134;5,7134;5,7134;5,7134;5,7134;5,7134;5,7134;5,7134;5,7134;5,7134;5,7134;
296,456;9,3365;1,2196;567,91;574,76;504,84;582,01;523,51;529,58;518,46;499;529,36;526,93;594,63;514,37;496,04;516,37;16,893;-39,472;-18,649;9,5702;-17,888;-17,888;-17,888;-17,888;-17,888;-17,888;-17,888;-17,888;-17,888;-17,888;-17,888;-17,888;-17,888;-17,888;-17,888;-17,888;-17,888;-17,888;-17,888;-17,888;-17,888;-17,888;-17,888;-17,888;-17,888;-17,888;-17,888;-17,888;-17,888;-17,888;-17,888;
296,785;-10,568;-4,082;549,81;585,94;551,55;551,64;558,3;520,01;511,12;518,55;514,74;483;602,44;489,74;493,83;488,91;30,376;-7,1713;-10,329;-22,164;3,6295;3,6295;3,6295;3,6295;3,6295;3,6295;3,6295;3,6295;3,6295;3,6295;3,6295;3,6295;3,6295;3,6295;3,6295;3,6295;3,6295;3,6295;3,6295;3,6295;3,6295;3,6295;3,6295;3,6295;3,6295;3,6295;3,6295;3,6295;3,6295;3,6295;3,6295;
297,114;-57,221;-13,086;553,91;583,56;537,35;546,49;538,9;522,59;508,6;512,68;541,19;507,77;528,51;525,3;556,27;503,18;82,957;-41,249;27,543;-20,501;26,072;26,072;26,072;26,072;26,072;26,072;26,072;26,072;26,072;26,072;26,072;26,072;26,072;26,072;26,072;26,072;26,072;26,072;26,072;26,072;26,072;26,072;26,072;26,072;26,072;26,072;26,072;26,072;26,072;26,072;26,072;
297,443;-67,772;-19,68;582,36;572,94;538,6;577,32;529,35;486,3;506,09;466,3;558,81;553,92;518,58;541,29;546,56;489,29;88,145;-62,251;-0,30769;30,814;5,3777;5,3777;5,3777;5,3777;5,3777;5,3777;5,3777;5,3777;5,3777;5,3777;5,3777;5,3777;5,3777;5,3777;5,3777;5,3777;5,3777;5,3777;5,3777;5,3777;5,3777;5,3777;5,3777;5,3777;5,3777;5,3777;5,3777;5,3777;5,3777;5,3777;5,3777;
297,772;-27,503;-12,402;621,04;542,66;558,75;561,2;543,66;524,82;541,69;483,23;556,49;575,94;568,31;505,91;527,86;482,37;1,854;12,789;-57,555;28,774;7,9779;7,9779;7,9779;7,9779;7,9779;7,9779;7,9779;7,9779;7,9779;7,9779;7,9779;7,9779;7,9779;7,9779;7,9779;7,9779;7,9779;7,9779;7,9779;7,9779;7,9779;7,9779;7,9779;7,9779;7,9779;7,9779;7,9779;7,9779;7,9779;7,9779;7,9779;
298,101;-52,936;49,855;582,28;558,73;547,45;525,61;580,8;553,71;464,61;526,59;518,67;605,47;558,06;494,06;530,39;517,08;-0,65361;-30,652;-53,08;-19,348;16,142;16,142;16,142;16,142;16,142;16,142;16,142;16,142;16,142;16,142;16,142;16,142;16,142;16,142;16,142;16,142;16,142;16,142;16,142;16,142;16,142;16,142;16,142;16,142;16,142;16,142;16,142;16,142;16,142;16,142;16,142;
298,430;8,1014;2,5402;543,28;483,51;592;546,41;582,82;548,54;501;552,46;526,31;557;582,31;540,12;549,46;497;-11,512;-9,2312;-1,9481;-23,533;0,1298;0,1298;0,1298;0,1298;0,1298;0,1298;0,1298;0,1298;0,1298;0,1298;0,1298;0,1298;0,1298;0,1298;0,1298;0,1298;0,1298;0,1298;0,1298;0,1298;0,1298;0,1298;0,1298;0,1298;0,1298;0,1298;0,1298;0,1298;0,1298;0,1298;0,1298;
298,759;-5,3454;23,835;562,12;492,67;582,07;552,14;602,44;517,93;561,51;552,4;524,24;486,07;563,53;479,57;566,61;477,58;9,1146;-2,5835;1,5327;48,496;4,1162;4,1162;4,1162;4,1162;4,1162;4,1162;4,1162;4,1162;4,1162;4,1162;4,1162;4,1162;4,1162;4,1162;4,1162;4,1162;4,1162;4,1162;4,1162;4,1162;4,1162;4,1162;4,1162;4,1162;4,1162;4,1162;4,1162;4,1162;4,1162;4,1162;4,1162;
299,088;9,9153;24,886;579,55;605,49;536,78;575,51;534,03;565,99;553,25;518,33;570,28;450,3;537,23;544,13;595,7;532,61;40,851;43,558;-21,251;43,205;-65,313;-65,313;-65,313;-65,313;-65,313;-65,313;-65,313;-65,313;-65,313;-65,313;-65,313;-65,313;-65,313;-65,313;-65,313;-65,313;-65,313;-65,313;-65,313;-65,313;-65,313;-65,313;-65,313;-65,313;-65,313;-65,313;-65,313;-65,313;-65,313;-65,313;-65,313;
299,417;53,007;37,828;488,15;591,81;560,53;594,46;563,75;556,56;545,33;609,31;468,92;512,68;513,67;545,11;533,84;503,49;10,967;-34,967;-21,881;-16,337;9,9469;9,9469;9,9469;9,9469;9,9469;9,9469;9,9469;9,9469;9,9469;9,9469;9,9469;9,9469;9,9469;9,9469;9,9469;9,9469;9,9469;9,9469;9,9469;9,9469;9,9469;9,9469;9,9469;9,9469;9,9469;9,9469;9,9469;9,9469;9,9469;9,9469;9,9469;
299,746;1,8573;35,35;515,64;558,6;464,69;607,26;509,02;604,02;517,46;514,96;549,61;491,71;540,98;473,3;561,77;448,2;0,92867;-23,907;-9,7678;-68,217;20,604;20,604;20,604;20,604;20,604;20,604;20,604;20,604;20,604;20,604;20,604;20,604;20,604;20,604;20,604;20,604;20,604;20,604;20,604;20,604;20,604;20,604;20,604;20,604;20,604;20,604;20,604;20,604;20,604;20,604;20,604;
300,075;39,661;21,953;610,27;570,91;560,88;551,23;529,94;583,99;526,91;472,99;480,39;568,18;519,8;500,6;516,17;514,07;19,627;-22,312;-5,0678;29,735;32,654;32,654;32,654;32,654;32,654;32,654;32,654;32,654;32,654;32,654;32,654;32,654;32,654;32,654;32,654;32,654;32,654;32,654;32,654;32,654;32,654;32,654;32,654;32,654;32,654;32,654;32,654;32,654;32,654;32,654;32,654;
300,404;-8,361;15,229;506,54;558,43;544,56;583,89;521,3;583,03;513,46;471,07;536,1;594,11;491,95;586,08;540,18;524,64;-33,197;-66,492;-14,672;-7,7216;-16,328;-16,328;-16,328;-16,328;-16,328;-16,328;-16,328;-16,328;-16,328;-16,328;-16,328;-16,328;-16,328;-16,328;-16,328;-16,328;-16,328;-16,328;-16,328;-16,328;-16,328;-16,328;-16,328;-16,328;-16,328;-16,328;-16,328;-16,328;-16,328;-16,328;-16,328;
300,733;-10;66,949;562,37;605,31;492,98;597,06;577,59;562,59;476,82;484,91;571,4;534,7;528,11;513,86;559,55;469,34;-45,204;-41,098;12,83;16,047;35,804;35,804;35,804;35,804;35,804;35,804;35,804;35,804;35,804;35,804;35,804;35,804;35,804;35,804;35,804;35,804;35,804;35,804;35,804;35,804;35,804;35,804;35,804;35,804;35,804;35,804;35,804;35,804;35,804;35,804;35,804;
301,062;-17,104;16,831;599,86;589,46;503,21;577,58;534,94;514,82;545,04;518,86;563,34;500,7;546,98;514,22;587,64;525,38;7,2808;-49,656;-6,3123;-37,945;37,336;37,336;37,336;37,336;37,336;37,336;37,336;37,336;37,336;37,336;37,336;37,336;37,336;37,336;37,336;37,336;37,336;37,336;37,336;37,336;37,336;37,336;37,336;37,336;37,336;37,336;37,336;37,336;37,336;37,336;37,336;
301,391;-26,486;13,394;597,21;510,63;525,37;563,12;591,8;527,67;551,45;491,6;527,21;525,85;539,67;505,67;516,32;538,94;-2,9718;-114,64;-14,94;20,341;-4,5809;-4,5809;-4,5809;-4,5809;-4,5809;-4,5809;-4,5809;-4,5809;-4,5809;-4,5809;-4,5809;-4,5809;-4,5809;-4,5809;-4,5809;-4,5809;-4,5809;-4,5809;-4,5809;-4,5809;-4,5809;-4,5809;-4,5809;-4,5809;-4,5809;-4,5809;-4,5809;-4,5809;-4,5809;-4,5809;-4,5809;
301,720;14,88;1,0551;569,3;555,25;567,03;626,53;575,49;555,27;570,42;494,09;505,63;560,93;601,92;530,7;549,93;518,16;29,598;-19,205;-53,216;-34,342;-27,372;-27,372;-27,372;-27,372;-27,372;-27,372;-27,372;-27,372;-27,372;-27,372;-27,372;-27,372;-27,372;-27,372;-27,372;-27,372;-27,372;-27,372;-27,372;-27,372;-27,372;-27,372;-27,372;-27,372;-27,372;-27,372;-27,372;-27,372;-27,372;-27,372;-27,372;
302,049;-21,169;-28,932;509,91;542,84;578,31;612,76;562,07;501,75;524,21;495,23;514,31;517,98;586,99;487,75;556,38;524,54;5,6815;-9,3898;11,871;-5,3696;-6,3764;-6,3764;-6,3764;-6,3764;-6,3764;-6,3764;-6,3764;-6,3764;-6,3764;-6,3764;-6,3764;-6,3764;-6,3764;-6,3764;-6,3764;-6,3764;-6,3764;-6,3764;-6,3764;-6,3764;-6,3764;-6,3764;-6,3764;-6,3764;-6,3764;-6,3764;-6,3764;-6,3764;-6,3764;-6,3764;-6,3764;
302,378;-7,988;-43,57;566,28;580,99;595,79;571,88;544,67;555,55;549,88;541,72;561,07;548,26;567,05;505,12;526,53;540,41;-1,8098;23,963;7,718;-3,6809;-9,9508;-9,9508;-9,9508;-9,9508;-9,9508;-9,9508;-9,9508;-9,9508;-9,9508;-9,9508;-9,9508;-9,9508;-9,9508;-9,9508;-9,9508;-9,9508;-9,9508;-9,9508;-9,9508;-9,9508;-9,9508;-9,9508;-9,9508;-9,9508;-9,9508;-9,9508;-9,9508;-9,9508;-9,9508;-9,9508;-9,9508;
302,707;12,359;-34,26;569,52;576,59;602;545,5;550,74;619,98;558,78;527,23;540,4;521,49;521,56;523,22;528,43;502,87;28,005;-11,723;-37,221;-14,906;27,436;27,436;27,436;27,436;27,436;27,436;27,436;27,436;27,436;27,436;27,436;27,436;27,436;27,436;27,436;27,436;27,436;27,436;27,436;27,436;27,436;27,436;27,436;27,436;27,436;27,436;27,436;27,436;27,436;27,436;27,436;
303,036;-3,8378;17,234;540,77;585,88;546;580,68;576,84;605,74;564,47;541,65;512,28;556,05;555,75;557,91;528,14;469,67;1,9292;-7,9528;-51,046;-22,558;29,069;29,069;29,069;29,069;29,069;29,069;29,069;29,069;29,069;29,069;29,069;29,069;29,069;29,069;29,069;29,069;29,069;29,069;29,069;29,069;29,069;29,069;29,069;29,069;29,069;29,069;29,069;29,069;29,069;29,069;29,069;
303,365;-32,132;27,928;546,3;611,91;530,07;555,28;601,46;601,24;543,91;560,06;543,93;600,91;607,86;519,93;548,25;492,59;3,0263;-6,8487;3,8421;-36,625;37,132;37,132;37,132;37,132;37,132;37,132;37,132;37,132;37,132;37,132;37,132;37,132;37,132;37,132;37,132;37,132;37,132;37,132;37,132;37,132;37,132;37,132;37,132;37,132;37,132;37,132;37,132;37,132;37,132;37,132;37,132;
303,694;-59,602;-15,921;546,84;592,8;555,03;531,87;589,39;570,07;566,93;557,99;569,72;582,38;584,64;546,26;592,77;525,74;16,428;-32,747;38,572;-19,383;2,7738;2,7738;2,7738;2,7738;2,7738;2,7738;2,7738;2,7738;2,7738;2,7738;2,7738;2,7738;2,7738;2,7738;2,7738;2,7738;2,7738;2,7738;2,7738;2,7738;2,7738;2,7738;2,7738;2,7738;2,7738;2,7738;2,7738;2,7738;2,7738;2,7738;2,7738;
304,023;-38,412;-14,81;529,87;564,6;582,46;547,13;592,66;538,33;570,94;529,41;546,48;543,41;505,89;571,21;559,55;540,27;9,0692;-60,395;20,34;35,253;-11,807;-11,807;-11,807;-11,807;-11,807;-11,807;-11,807;-11,807;-11,807;-11,807;-11,807;-11,807;-11,807;-11,807;-11,807;-11,807;-11,807;-11,807;-11,807;-11,807;-11,807;-11,807;-11,807;-11,807;-11,807;-11,807;-11,807;-11,807;-11,807;-11,807;-11,807;
304,352;14,208;-29,022;536,8;547,15;570,82;593,53;548,26;556,74;573,2;520,33;546,23;518,62;500,02;581,15;538,16;527,21;10,901;-63,618;-0,93786;27,991;-28,577;-28,577;-28,577;-28,577;-28,577;-28,577;-28,577;-28,577;-28,577;-28,577;-28,577;-28,577;-28,577;-28,577;-28,577;-28,577;-28,577;-28,577;-28,577;-28,577;-28,577;-28,577;-28,577;-28,577;-28,577;-28,577;-28,577;-28,577;-28,577;-28,577;-28,577;
304,681;15,733;-50,277;540,73;529,09;545,91;615,19;505,54;598,45;563,01;514;503,47;536,72;546,27;572,74;564,64;532,72;23,09;-47,183;-20,542;-2,9113;1,9841;1,9841;1,9841;1,9841;1,9841;1,9841;1,9841;1,9841;1,9841;1,9841;1,9841;1,9841;1,9841;1,9841;1,9841;1,9841;1,9841;1,9841;1,9841;1,9841;1,9841;1,9841;1,9841;1,9841;1,9841;1,9841;1,9841;1,9841;1,9841;1,9841;1,9841;
305,010;-23,87;-22,773;526,42;539,44;611,77;570,09;543,95;591,86;543,83;511,17;476,65;553,81;562,47;571,18;539,75;563,32;-3,9676;-22,809;-31,773;-4,8701;36,823;36,823;36,823;36,823;36,823;36,823;36,823;36,823;36,823;36,823;36,823;36,823;36,823;36,823;36,823;36,823;36,823;36,823;36,823;36,823;36,823;36,823;36,823;36,823;36,823;36,823;36,823;36,823;36,823;36,823;36,823;
305,340;-20,949;-12,12;547,3;547,08;651,12;534,62;569,13;525,82;547,81;546,26;536,72;535,13;578,26;598,17;542,71;546,57;-32,836;-15,412;-27,511;-18,865;6,8245;6,8245;6,8245;6,8245;6,8245;6,8245;6,8245;6,8245;6,8245;6,8245;6,8245;6,8245;6,8245;6,8245;6,8245;6,8245;6,8245;6,8245;6,8245;6,8245;6,8245;6,8245;6,8245;6,8245;6,8245;6,8245;6,8245;6,8245;6,8245;6,8245;6,8245;
305,669;8,9501;3,1198;566,52;531,79;574,76;522,89;553,44;505,83;523,56;577,89;539,55;527,19;568,48;557,49;562,61;505,95;3,4265;-20,8;-28,603;-2,5735;43,524;43,524;43,524;43,524;43,524;43,524;43,524;43,524;43,524;43,524;43,524;43,524;43,524;43,524;43,524;43,524;43,524;43,524;43,524;43,524;43,524;43,524;43,524;43,524;43,524;43,524;43,524;43,524;43,524;43,524;43,524;
305,998;1,38;-0,072352;541,27;551,05;591,03;515,58;502,16;551,79;575,73;583,73;553,74;508,11;534,38;564,5;498,98;502,54;21,108;-0,039896;-18,975;25,222;-8,5024;-8,5024;-8,5024;-8,5024;-8,5024;-8,5024;-8,5024;-8,5024;-8,5024;-8,5024;-8,5024;-8,5024;-8,5024;-8,5024;-8,5024;-8,5024;-8,5024;-8,5024;-8,5024;-8,5024;-8,5024;-8,5024;-8,5024;-8,5024;-8,5024;-8,5024;-8,5024;-8,5024;-8,5024;-8,5024;-8,5024;
306,327;-2,5571;-54,185;547,19;545,52;578,06;530,89;519,32;577,09;608,98;482,73;509,21;550,34;549,56;530,7;550,86;519,55;25,457;-34,926;-15,926;21,687;-51,602;-51,602;-51,602;-51,602;-51,602;-51,602;-51,602;-51,602;-51,602;-51,602;-51,602;-51,602;-51,602;-51,602;-51,602;-51,602;-51,602;-51,602;-51,602;-51,602;-51,602;-51,602;-51,602;-51,602;-51,602;-51,602;-51,602;-51,602;-51,602;-51,602;-51,602;
